month,day,hour,weekday,minute,i_m1sum,power_consumption
1,4,23,1,15,-0.6548843795548156,0.0
1,4,23,1,30,-0.6548843795548156,0.0
1,4,23,1,45,-0.6548843795548156,0.0
1,5,0,2,0,-0.6548843795548156,0.0
1,5,0,2,15,-0.6548843795548156,0.0
1,5,0,2,30,-0.6548843795548156,0.0
1,5,0,2,45,-0.6548843795548156,0.0
1,5,1,2,0,-0.6548843795548156,0.0
1,5,1,2,15,-0.6548843795548156,0.0
1,5,1,2,30,-0.6548843795548156,0.0
1,5,1,2,45,-0.6548843795548156,0.0
1,5,2,2,0,-0.6548843795548156,0.0
1,5,2,2,15,-0.6548843795548156,0.0
1,5,2,2,30,-0.6548843795548156,0.0
1,5,2,2,45,-0.6548843795548156,0.0
1,5,3,2,0,-0.6548843795548156,0.0
1,5,3,2,15,-0.6548843795548156,0.0
1,5,3,2,30,-0.6548843795548156,0.0
1,5,3,2,45,-0.6548843795548156,0.0
1,5,4,2,0,-0.6548843795548156,0.0
1,5,4,2,15,-0.6548843795548156,0.0
1,5,4,2,30,-0.6548843795548156,0.0
1,5,4,2,45,-0.6548843795548156,0.0
1,5,5,2,0,-0.6548843795548156,0.0
1,5,5,2,15,-0.6548843795548156,0.0
1,5,5,2,30,-0.6548843795548156,0.0
1,5,5,2,45,-0.6548843795548156,0.0
1,5,6,2,0,-0.6548843795548156,0.0
1,5,6,2,15,-0.6548843795548156,0.0
1,5,6,2,30,-0.6548843795548156,0.0
1,5,6,2,45,-0.6515820956298345,0.0
1,5,7,2,0,-0.6482798117048534,0.0
1,5,7,2,15,-0.6466286697423628,0.0
1,5,7,2,30,-0.6350706760049287,0.0
1,5,7,2,45,-0.6053501206800984,15.0
1,5,8,2,0,-0.6103035465675701,6.0
1,5,8,2,15,-0.6020478367551173,5.0
1,5,8,2,30,-0.5921409849801739,23.0
1,5,8,2,45,-0.5739784233927775,51.0
1,5,9,2,0,-0.5459090100304378,86.0
1,5,9,2,15,-0.529397590405532,107.0
1,5,9,2,30,-0.5145373127431169,125.0
1,5,9,2,45,-0.5013281770431922,132.0
1,5,10,2,0,-0.5013281770431922,129.0
1,5,10,2,15,-0.45179391816847503,199.0
1,5,10,2,30,-0.48316561545579595,162.0
1,5,10,2,45,-0.40721308518122956,258.0
1,5,11,2,0,-0.40225965929375784,249.0
1,5,11,2,15,-0.40225965929375784,257.0
1,5,11,2,30,-0.34942311649405944,310.0
1,5,11,2,45,-0.4088642271437201,250.0
1,5,12,2,0,-0.2635637344445496,414.0
1,5,12,2,15,-0.417119936956173,241.0
1,5,12,2,30,-0.41381765303119183,250.0
1,5,12,2,45,-0.5046304609681734,132.0
1,5,13,2,0,-0.49967703508070166,126.0
1,5,13,2,15,-0.5029793190056828,129.0
1,5,13,2,30,-0.560769287692853,67.0
1,5,13,2,45,-0.5657227135803247,62.0
1,5,14,2,0,-0.5459090100304378,91.0
1,5,14,2,15,-0.5706761394677964,54.0
1,5,14,2,30,-0.5805829912427398,37.0
1,5,14,2,45,-0.5987455528301361,6.0
1,5,15,2,0,-0.6202103983425136,0.0
1,5,15,2,15,-0.6367218179674193,0.0
1,5,15,2,30,-0.6466286697423628,0.0
1,5,15,2,45,-0.6515820956298345,0.0
1,5,16,2,0,-0.6548843795548156,0.0
1,5,16,2,15,-0.6548843795548156,0.0
1,5,16,2,30,-0.6548843795548156,0.0
1,5,16,2,45,-0.6548843795548156,0.0
1,5,17,2,0,-0.6548843795548156,0.0
1,5,17,2,15,-0.6548843795548156,0.0
1,5,17,2,30,-0.6548843795548156,0.0
1,5,17,2,45,-0.6548843795548156,0.0
1,5,18,2,0,-0.6548843795548156,0.0
1,5,18,2,15,-0.6548843795548156,0.0
1,5,18,2,30,-0.6548843795548156,0.0
1,5,18,2,45,-0.6548843795548156,0.0
1,5,19,2,0,-0.6548843795548156,0.0
1,5,19,2,15,-0.6548843795548156,0.0
1,5,19,2,30,-0.6548843795548156,0.0
1,5,19,2,45,-0.6548843795548156,0.0
1,5,20,2,0,-0.6548843795548156,0.0
1,5,20,2,15,-0.6548843795548156,0.0
1,5,20,2,30,-0.6548843795548156,0.0
1,5,20,2,45,-0.6548843795548156,0.0
1,5,21,2,0,-0.6548843795548156,0.0
